model,idx,label,leaf_area,on_leaf,concentration,on_leaf_matched,concentration_matched,correct
Scratch CNN,19,Raspberry___healthy,0.50323486328125,0.318637490272522,0.6331784725189209,0.46827736496925354,0.9305344223976135,True
Scratch CNN,20,Squash___Powdery_mildew,0.62371826171875,0.731022834777832,1.1720401048660278,0.6737722754478455,1.0802509784698486,True
Scratch CNN,21,Cherry_(including_sour)___healthy,0.36859130859375,0.7471379041671753,2.0270090103149414,0.6307676434516907,1.7112927436828613,True
Scratch CNN,22,Potato___Early_blight,0.63482666015625,0.6760357022285461,1.0649138689041138,0.6473137736320496,1.0196701288223267,True
Scratch CNN,23,Tomato___healthy,0.36102294921875,0.26909804344177246,0.7453765869140625,0.20828542113304138,0.5769312381744385,True
Scratch CNN,24,Apple___Black_rot,0.42901611328125,0.6985940933227539,1.6283632516860962,0.6510255336761475,1.5174850225448608,True
Scratch CNN,25,Potato___Early_blight,0.6337890625,0.9013910293579102,1.4222255945205688,0.8251434564590454,1.3019212484359741,True
Scratch CNN,26,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.35498046875,0.5222406387329102,1.4711812734603882,0.4789828956127167,1.3493218421936035,True
Scratch CNN,27,Cherry_(including_sour)___Powdery_mildew,0.56134033203125,0.1255420744419098,0.22364698350429535,0.3123086392879486,0.5563623905181885,True
Scratch CNN,28,Tomato___Bacterial_spot,0.442138671875,0.6563403010368347,1.4844670295715332,0.5876790881156921,1.3291736841201782,True
Scratch CNN,29,Soybean___healthy,0.49383544921875,0.6111357808113098,1.2375291585922241,0.6033828854560852,1.221829891204834,True
Scratch CNN,30,Cherry_(including_sour)___healthy,0.49090576171875,0.5652917623519897,1.1515281200408936,0.5831733345985413,1.1879537105560303,True
Scratch CNN,31,Tomato___Septoria_leaf_spot,0.27972412109375,0.668119490146637,2.3884944915771484,0.5258312821388245,1.8798210620880127,True
Scratch CNN,32,Orange___Haunglongbing_(Citrus_greening),0.47869873046875,0.41876956820487976,0.8748081922531128,0.4172901511192322,0.8717176914215088,True
DenseNet-121,0,Cherry_(including_sour)___Powdery_mildew,0.48016357421875,0.5873486399650574,1.2232261896133423,0.5766354203224182,1.2009145021438599,True
DenseNet-121,1,Squash___Powdery_mildew,0.68035888671875,0.6246692538261414,0.9181466698646545,0.6173555254936218,0.9073968529701233,True
DenseNet-121,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.3612060546875,0.5117735862731934,1.4168466329574585,0.49204906821250916,1.3622392416000366,True
DenseNet-121,3,Soybean___healthy,0.611572265625,0.7085930705070496,1.1586415767669678,0.7042030692100525,1.1514633893966675,True
DenseNet-121,4,Tomato___Bacterial_spot,0.3966064453125,0.3539830446243286,0.8925297260284424,0.35226503014564514,0.8881979584693909,True
DenseNet-121,5,Tomato___Septoria_leaf_spot,0.33612060546875,0.2734130024909973,0.8134372234344482,0.2838209867477417,0.8444022536277771,True
DenseNet-121,6,Grape___Esca_(Black_Measles),0.43389892578125,0.15809784829616547,0.3643656075000763,0.2135440856218338,0.49215167760849,True
DenseNet-121,7,Orange___Haunglongbing_(Citrus_greening),0.4801025390625,0.14060749113559723,0.2928697168827057,0.21673281490802765,0.4514302611351013,True
DenseNet-121,8,Tomato___Bacterial_spot,0.410400390625,0.5429931879043579,1.323081612586975,0.5184398293495178,1.2632536888122559,True
DenseNet-121,10,Tomato___healthy,0.43341064453125,0.42412394285202026,0.9785729646682739,0.4247259795665741,0.9799620509147644,True
DenseNet-121,11,Blueberry___healthy,0.3875732421875,0.2391512393951416,0.6170478463172913,0.2519893944263458,0.6501722931861877,True
DenseNet-121,12,Tomato___Leaf_Mold,0.32977294921875,0.43671828508377075,1.324299931526184,0.4199926555156708,1.2735812664031982,True
DenseNet-121,13,Tomato___Early_blight,0.43017578125,0.5730547904968262,1.3321410417556763,0.5532909035682678,1.2861971855163574,True
DenseNet-121,14,Orange___Haunglongbing_(Citrus_greening),0.5389404296875,0.4874280095100403,0.9044190645217896,0.4959651529788971,0.9202597141265869,True
DenseNet-121,15,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.4544677734375,0.576550304889679,1.2686275243759155,0.5542928576469421,1.219652771949768,True
DenseNet-121,16,Apple___Apple_scab,0.42987060546875,0.5025526285171509,1.1690788269042969,0.4996318817138672,1.1622843742370605,True
DenseNet-121,17,Orange___Haunglongbing_(Citrus_greening),0.5330810546875,0.5473051071166992,1.026682734489441,0.5447742938995361,1.021935224533081,True
DenseNet-121,18,Grape___Black_rot,0.474365234375,0.6542109847068787,1.3791292905807495,0.6363747119903564,1.3415290117263794,True
DenseNet-121,19,Raspberry___healthy,0.50323486328125,0.6023386716842651,1.1969335079193115,0.5823599696159363,1.1572329998016357,True
DenseNet-121,20,Squash___Powdery_mildew,0.62371826171875,0.6313298940658569,1.0122036933898926,0.6192551255226135,0.99284428358078,True
DenseNet-121,21,Cherry_(including_sour)___healthy,0.36859130859375,0.437552809715271,1.187094807624817,0.4252202808856964,1.1536362171173096,True
DenseNet-121,22,Potato___Early_blight,0.63482666015625,0.4325023293495178,0.6812919974327087,0.48654890060424805,0.7664279341697693,True
DenseNet-121,23,Tomato___healthy,0.36102294921875,0.46173036098480225,1.2789502143859863,0.45694589614868164,1.2656975984573364,True
DenseNet-121,24,Apple___Black_rot,0.42901611328125,0.3217957019805908,0.7500783801078796,0.3265491724014282,0.761158287525177,True
DenseNet-121,25,Potato___Early_blight,0.6337890625,0.7445130944252014,1.1747016906738281,0.7353680729866028,1.1602725982666016,True
DenseNet-121,26,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.35498046875,0.48496726155281067,1.366180181503296,0.4613751769065857,1.2997199296951294,True
DenseNet-121,27,Cherry_(including_sour)___Powdery_mildew,0.56134033203125,0.5402369499206543,0.9624053835868835,0.5386131405830383,0.9595126509666443,True
DenseNet-121,28,Tomato___Bacterial_spot,0.442138671875,0.43102508783340454,0.9748640060424805,0.43511369824409485,0.9841113686561584,True
DenseNet-121,29,Soybean___healthy,0.49383544921875,0.6411037445068359,1.298213243484497,0.6367084383964539,1.2893129587173462,True
DenseNet-121,30,Cherry_(including_sour)___healthy,0.49090576171875,0.5746034383773804,1.1704964637756348,0.5644216537475586,1.149755597114563,True
DenseNet-121,31,Tomato___Septoria_leaf_spot,0.27972412109375,0.3455886244773865,1.2354623079299927,0.32642629742622375,1.166957974433899,True
DenseNet-121,32,Orange___Haunglongbing_(Citrus_greening),0.47869873046875,0.628763735294342,1.3134852647781372,0.6077240109443665,1.269533395767212,True
Scratch CNN,33,Apple___Black_rot,0.55926513671875,0.5401924252510071,0.9658968448638916,0.4806792438030243,0.8594836592674255,True
Scratch CNN,34,Tomato___Leaf_Mold,0.271484375,0.29243096709251404,1.0771558284759521,0.2555769383907318,0.941405713558197,True
Scratch CNN,35,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.48638916015625,0.7235299944877625,1.4875537157058716,0.6357621550559998,1.3071058988571167,True
Scratch CNN,36,Tomato___Early_blight,0.3841552734375,0.5805354118347168,1.511199951171875,0.47389909625053406,1.23361337184906,True
Scratch CNN,37,Orange___Haunglongbing_(Citrus_greening),0.53497314453125,0.8481699228286743,1.5854439735412598,0.7560153007507324,1.4131836891174316,True
Scratch CNN,38,Cherry_(including_sour)___Powdery_mildew,0.48516845703125,0.48803749680519104,1.005913496017456,0.5377854704856873,1.108451008796692,True
Scratch CNN,39,Tomato___Septoria_leaf_spot,0.361572265625,0.32234442234039307,0.891507625579834,0.320112943649292,0.8853359818458557,True
Scratch CNN,40,Orange___Haunglongbing_(Citrus_greening),0.52996826171875,0.855518639087677,1.6142827272415161,0.7557126879692078,1.4259583950042725,True
Scratch CNN,41,Tomato___Septoria_leaf_spot,0.32415771484375,0.40234509110450745,1.241201639175415,0.4064042568206787,1.2537238597869873,True
Scratch CNN,42,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.32635498046875,0.3990868031978607,1.2228610515594482,0.3796893060207367,1.1634242534637451,True
Scratch CNN,43,Grape___Black_rot,0.48126220703125,0.616005539894104,1.2799789905548096,0.5643842220306396,1.172716736793518,True
Scratch CNN,44,Orange___Haunglongbing_(Citrus_greening),0.55816650390625,0.6543710827827454,1.1723581552505493,0.6164003014564514,1.1043305397033691,True
Scratch CNN,45,"Pepper,_bell___healthy",0.49969482421875,0.5829020738601685,1.1665161848068237,0.4962887763977051,0.9931837320327759,True
Scratch CNN,46,Apple___healthy,0.35198974609375,0.5229371190071106,1.4856600761413574,0.4543015956878662,1.290667176246643,True
Scratch CNN,47,Peach___Bacterial_spot,0.29168701171875,0.6508949398994446,2.2314841747283936,0.4399648904800415,1.5083458423614502,True
Scratch CNN,48,Cherry_(including_sour)___healthy,0.43328857421875,0.5100353360176086,1.177126169204712,0.6358480453491211,1.4674931764602661,True
Scratch CNN,49,Blueberry___healthy,0.29095458984375,0.12320920079946518,0.42346540093421936,0.13493680953979492,0.4637727439403534,True
Scratch CNN,50,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.85516357421875,0.9349075555801392,1.0932499170303345,0.9127272367477417,1.0673130750656128,True
Scratch CNN,51,Peach___Bacterial_spot,0.20806884765625,0.5282384157180786,2.5387673377990723,0.39000776410102844,1.8744169473648071,True
Scratch CNN,52,Tomato___Late_blight,0.38934326171875,0.9066820740699768,2.328747272491455,0.729606032371521,1.873940348625183,True
Scratch CNN,53,Tomato___Septoria_leaf_spot,0.2652587890625,0.5407223105430603,2.03847074508667,0.3846239447593689,1.4499951601028442,True
Scratch CNN,54,Orange___Haunglongbing_(Citrus_greening),0.6622314453125,0.7182783484458923,1.0846333503723145,0.6815403699874878,1.0291574001312256,True
Scratch CNN,55,Tomato___Leaf_Mold,0.50384521484375,0.32610049843788147,0.6472235918045044,0.36557069420814514,0.7255614995956421,True
Scratch CNN,56,Cherry_(including_sour)___healthy,0.53411865234375,0.3117978572845459,0.5837613940238953,0.3423801064491272,0.641018807888031,True
Scratch CNN,57,Soybean___healthy,0.66754150390625,0.7825351357460022,1.1722643375396729,0.7076232433319092,1.0600438117980957,True
Scratch CNN,58,Soybean___healthy,0.4765625,0.8953510522842407,1.8787693977355957,0.8307591080665588,1.743232250213623,True
Scratch CNN,59,Apple___Black_rot,0.392333984375,0.36437463760375977,0.9287358522415161,0.38413169980049133,0.979093611240387,True
Scratch CNN,60,Tomato___Spider_mites Two-spotted_spider_mite,0.3394775390625,0.5273045301437378,1.5532824993133545,0.5812665224075317,1.7122385501861572,True
Scratch CNN,61,Corn_(maize)___Northern_Leaf_Blight,0.65716552734375,0.8172754049301147,1.2436370849609375,0.7972382307052612,1.2131468057632446,True
Scratch CNN,62,Blueberry___healthy,0.26025390625,0.18790598213672638,0.7220102548599243,0.20376184582710266,0.782934844493866,True
Scratch CNN,63,Peach___Bacterial_spot,0.23760986328125,0.08058146387338638,0.33913350105285645,0.11111573129892349,0.46763938665390015,True
Scratch CNN,64,Strawberry___healthy,0.53936767578125,0.8155996799468994,1.5121403932571411,0.7296842336654663,1.3528512716293335,True
DenseNet-121,33,Apple___Black_rot,0.55926513671875,0.45116516947746277,0.8067107200622559,0.41457828879356384,0.7412911653518677,True
DenseNet-121,34,Tomato___Leaf_Mold,0.271484375,0.3264184296131134,1.2023470401763916,0.3208432197570801,1.181810975074768,True
DenseNet-121,35,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.48638916015625,0.44094353914260864,0.9065653085708618,0.4453236162662506,0.9155706167221069,True
DenseNet-121,36,Tomato___Early_blight,0.3841552734375,0.49583160877227783,1.2907062768936157,0.4739132821559906,1.2336503267288208,True
DenseNet-121,37,Orange___Haunglongbing_(Citrus_greening),0.53497314453125,0.7321871519088745,1.368642807006836,0.7127109169960022,1.3322367668151855,True
DenseNet-121,38,Cherry_(including_sour)___Powdery_mildew,0.48516845703125,0.481505423784256,0.9924499988555908,0.4792977273464203,0.9878996014595032,True
DenseNet-121,39,Tomato___Septoria_leaf_spot,0.361572265625,0.3975985050201416,1.099637746810913,0.39731937646865845,1.0988657474517822,True
DenseNet-121,40,Orange___Haunglongbing_(Citrus_greening),0.52996826171875,0.44972240924835205,0.8485836386680603,0.46574774384498596,0.8788219690322876,True
DenseNet-121,41,Tomato___Septoria_leaf_spot,0.32415771484375,0.45472708344459534,1.4027957916259766,0.44784602522850037,1.3815683126449585,True
DenseNet-121,42,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.32635498046875,0.4847889244556427,1.4854650497436523,0.46342670917510986,1.4200080633163452,True
DenseNet-121,43,Grape___Black_rot,0.48126220703125,0.25778448581695557,0.5356425046920776,0.32108327746391296,0.6671690940856934,True
DenseNet-121,44,Orange___Haunglongbing_(Citrus_greening),0.55816650390625,0.5193045735359192,0.9303757548332214,0.5178101658821106,0.9276983737945557,True
DenseNet-121,45,"Pepper,_bell___healthy",0.49969482421875,0.6605199575424194,1.3218467235565186,0.6449158191680908,1.2906193733215332,True
DenseNet-121,46,Apple___healthy,0.35198974609375,0.48319390416145325,1.372749924659729,0.471588671207428,1.3397796154022217,True
DenseNet-121,47,Peach___Bacterial_spot,0.29168701171875,0.4268420338630676,1.463356375694275,0.406247079372406,1.3927500247955322,True
DenseNet-121,48,Cherry_(including_sour)___healthy,0.43328857421875,0.6067212224006653,1.4002705812454224,0.5826297402381897,1.3446691036224365,True
DenseNet-121,49,Blueberry___healthy,0.29095458984375,0.3080127239227295,1.0586282014846802,0.3098238408565521,1.0648529529571533,True
DenseNet-121,50,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.85516357421875,0.9203170537948608,1.076188325881958,0.9152216911315918,1.0702300071716309,True
DenseNet-121,51,Peach___Bacterial_spot,0.20806884765625,0.04354887083172798,0.20930029451847076,0.08181916922330856,0.39323124289512634,True
DenseNet-121,52,Tomato___Late_blight,0.38934326171875,0.39482805132865906,1.0140873193740845,0.3812551498413086,0.979226291179657,True
DenseNet-121,53,Tomato___Septoria_leaf_spot,0.2652587890625,0.3285503387451172,1.2386029958724976,0.3204887807369232,1.2082117795944214,True
DenseNet-121,54,Orange___Haunglongbing_(Citrus_greening),0.6622314453125,0.81792151927948,1.235099196434021,0.8174566626548767,1.2343971729278564,True
DenseNet-121,55,Tomato___Leaf_Mold,0.50384521484375,0.5028401017189026,0.9980050921440125,0.5067757368087769,1.0058163404464722,True
DenseNet-121,56,Cherry_(including_sour)___healthy,0.53411865234375,0.6660222411155701,1.2469556331634521,0.6454437375068665,1.2084276676177979,True
DenseNet-121,57,Soybean___healthy,0.66754150390625,0.6739539504051208,1.009606122970581,0.659665584564209,0.9882016181945801,True
DenseNet-121,58,Soybean___healthy,0.4765625,0.6614850163459778,1.3880341053009033,0.6440712809562683,1.3514938354492188,True
DenseNet-121,59,Apple___Black_rot,0.392333984375,0.3755320906639099,0.95717453956604,0.3721776306629181,0.9486244916915894,True
DenseNet-121,60,Tomato___Spider_mites Two-spotted_spider_mite,0.3394775390625,0.4801797866821289,1.4144669771194458,0.4677770137786865,1.3779321908950806,True
DenseNet-121,61,Corn_(maize)___Northern_Leaf_Blight,0.65716552734375,0.6176624298095703,0.9398886561393738,0.6185735464096069,0.9412751197814941,True
DenseNet-121,62,Blueberry___healthy,0.26025390625,0.26313498616218567,1.0110702514648438,0.2710920572280884,1.04164457321167,True
DenseNet-121,63,Peach___Bacterial_spot,0.23760986328125,0.32483866810798645,1.3671094179153442,0.3034359812736511,1.2770344018936157,True
DenseNet-121,64,Strawberry___healthy,0.53936767578125,0.7081935405731201,1.3130069971084595,0.68673175573349,1.2732163667678833,True
Scratch CNN,65,Tomato___Leaf_Mold,0.19049072265625,0.3777357339859009,1.9829612970352173,0.3589150607585907,1.8841602802276611,True
Scratch CNN,66,Tomato___Late_blight,0.2398681640625,0.23910288512706757,0.9968096017837524,0.23182769119739532,0.9664795994758606,True
Scratch CNN,67,Peach___Bacterial_spot,0.3026123046875,0.3337736427783966,1.1029744148254395,0.2512943744659424,0.8304169178009033,True
Scratch CNN,68,Grape___Esca_(Black_Measles),0.52203369140625,0.2743113934993744,0.5254668593406677,0.3886927366256714,0.7445740699768066,True
Scratch CNN,69,Strawberry___Leaf_scorch,0.5615234375,0.716356635093689,1.2757377624511719,0.6647448539733887,1.183823823928833,True
Scratch CNN,70,Peach___Bacterial_spot,0.212890625,0.4111742079257965,1.9313870668411255,0.2937372624874115,1.3797566890716553,True
Scratch CNN,71,Cherry_(including_sour)___Powdery_mildew,0.46484375,0.4788531959056854,1.0301380157470703,0.5351886749267578,1.1513302326202393,True
Scratch CNN,72,Strawberry___Leaf_scorch,0.56951904296875,0.7244733572006226,1.2720792293548584,0.7114937901496887,1.24928879737854,True
Scratch CNN,73,Tomato___Bacterial_spot,0.29461669921875,0.4587284028530121,1.5570346117019653,0.3410298824310303,1.1575374603271484,False
Scratch CNN,74,Apple___Black_rot,0.4873046875,0.39009568095207214,0.8005169630050659,0.3882642984390259,0.7967588305473328,True
Scratch CNN,75,Tomato___Septoria_leaf_spot,0.4849853515625,0.18320493400096893,0.3777535557746887,0.34260526299476624,0.7064239382743835,True
Scratch CNN,76,Squash___Powdery_mildew,0.72479248046875,0.8234608769416809,1.1361333131790161,0.8595967888832092,1.1859902143478394,True
Scratch CNN,77,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.37188720703125,0.6573301553726196,1.7675524950027466,0.5855785608291626,1.574613332748413,True
Scratch CNN,78,Tomato___healthy,0.48089599609375,0.04427926242351532,0.09207658469676971,0.20967857539653778,0.4360164701938629,True
Scratch CNN,79,Tomato___Late_blight,0.22210693359375,0.12207764387130737,0.549634575843811,0.21067824959754944,0.9485442042350769,True
Scratch CNN,80,Tomato___healthy,0.47186279296875,0.606203019618988,1.284701943397522,0.628404974937439,1.3317536115646362,True
Scratch CNN,81,Orange___Haunglongbing_(Citrus_greening),0.476806640625,0.2215639352798462,0.46468299627304077,0.3110805153846741,0.6524248719215393,True
Scratch CNN,82,Orange___Haunglongbing_(Citrus_greening),0.41278076171875,0.5192429423332214,1.2579145431518555,0.5508745908737183,1.3345452547073364,True
Scratch CNN,83,Orange___Haunglongbing_(Citrus_greening),0.556396484375,0.8269412517547607,1.486244559288025,0.7722206711769104,1.3878964185714722,True
Scratch CNN,84,Tomato___Septoria_leaf_spot,0.37652587890625,0.8892619013786316,2.361755132675171,0.6576287746429443,1.7465698719024658,True
Scratch CNN,85,Corn_(maize)___healthy,1.0,1.0,1.0,1.0,1.0,True
Scratch CNN,86,Tomato___Target_Spot,0.41790771484375,0.8855997323989868,2.1191275119781494,0.6590171456336975,1.5769442319869995,True
Scratch CNN,87,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.30810546875,0.46859630942344666,1.5208958387374878,0.5065997838973999,1.644241452217102,True
Scratch CNN,88,"Pepper,_bell___Bacterial_spot",0.51263427734375,0.7177545428276062,1.400129795074463,0.6059085130691528,1.1819508075714111,True
Scratch CNN,89,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.41510009765625,0.5076159238815308,1.222875952720642,0.47633233666419983,1.1475119590759277,True
Scratch CNN,90,Soybean___healthy,0.66534423828125,0.9305853247642517,1.39865243434906,0.8405223488807678,1.263289451599121,True
Scratch CNN,91,Tomato___Early_blight,0.37054443359375,0.1720818728208542,0.46440279483795166,0.27483445405960083,0.7417044639587402,True
Scratch CNN,92,Grape___Esca_(Black_Measles),0.5450439453125,0.4458251893520355,0.8179619312286377,0.5340253114700317,0.9797839522361755,True
Scratch CNN,93,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.513427734375,0.2627047300338745,0.5116683840751648,0.32920849323272705,0.6411973237991333,True
Scratch CNN,94,Tomato___healthy,0.39300537109375,0.18277442455291748,0.465068519115448,0.25496676564216614,0.648761510848999,True
Scratch CNN,95,Peach___Bacterial_spot,0.3453369140625,0.2922167181968689,0.8461786508560181,0.2545338571071625,0.7370595335960388,True
Scratch CNN,96,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.817138671875,0.7453624606132507,0.9121615290641785,0.7354645729064941,0.9000486731529236,True
DenseNet-121,65,Tomato___Leaf_Mold,0.19049072265625,0.2596219480037689,1.3629112243652344,0.2552650570869446,1.3400392532348633,True
DenseNet-121,66,Tomato___Late_blight,0.2398681640625,0.43007996678352356,1.7929847240447998,0.4062463939189911,1.693623661994934,True
DenseNet-121,67,Peach___Bacterial_spot,0.3026123046875,0.2837483286857605,0.9376628994941711,0.29582059383392334,0.9775564074516296,True
DenseNet-121,68,Grape___Esca_(Black_Measles),0.52203369140625,0.2915590703487396,0.5585062503814697,0.3635888397693634,0.6964854001998901,True
DenseNet-121,69,Strawberry___Leaf_scorch,0.5615234375,0.6042128801345825,1.0760242938995361,0.6059324741363525,1.0790866613388062,True
DenseNet-121,70,Peach___Bacterial_spot,0.212890625,0.3232661783695221,1.5184613466262817,0.3014286160469055,1.4158848524093628,True
DenseNet-121,71,Cherry_(including_sour)___Powdery_mildew,0.46484375,0.6164413094520569,1.3261258602142334,0.5857893824577332,1.2601855993270874,True
DenseNet-121,72,Strawberry___Leaf_scorch,0.56951904296875,0.7260695695877075,1.2748819589614868,0.7017021775245667,1.2320960760116577,True
DenseNet-121,73,Tomato___Bacterial_spot,0.29461669921875,0.40665826201438904,1.380295991897583,0.38710054755210876,1.3139123916625977,True
DenseNet-121,74,Apple___Black_rot,0.4873046875,0.5867372155189514,1.2040458917617798,0.5547823905944824,1.138471245765686,True
DenseNet-121,75,Tomato___Septoria_leaf_spot,0.4849853515625,0.3177042603492737,0.6550801396369934,0.26100313663482666,0.5381670594215393,True
DenseNet-121,76,Squash___Powdery_mildew,0.72479248046875,0.5623090863227844,0.775820791721344,0.5551410913467407,0.7659310698509216,True
DenseNet-121,77,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.37188720703125,0.5694766044616699,1.5313154458999634,0.5588628649711609,1.5027751922607422,True
DenseNet-121,78,Tomato___healthy,0.48089599609375,0.6293663382530212,1.3087369203567505,0.6008355617523193,1.249408483505249,True
DenseNet-121,79,Tomato___Late_blight,0.22210693359375,0.32401880621910095,1.4588414430618286,0.32020702958106995,1.44167959690094,True
DenseNet-121,80,Tomato___healthy,0.47186279296875,0.2931688725948334,0.6213011145591736,0.3561425805091858,0.7547587752342224,True
DenseNet-121,81,Orange___Haunglongbing_(Citrus_greening),0.476806640625,0.5606400370597839,1.1758226156234741,0.5422636270523071,1.1372820138931274,True
DenseNet-121,82,Orange___Haunglongbing_(Citrus_greening),0.41278076171875,0.5295760631561279,1.2829475402832031,0.5266024470329285,1.2757437229156494,True
DenseNet-121,83,Orange___Haunglongbing_(Citrus_greening),0.556396484375,0.6462238430976868,1.161444902420044,0.6295437812805176,1.1314661502838135,True
DenseNet-121,84,Tomato___Septoria_leaf_spot,0.37652587890625,0.5696541666984558,1.512921690940857,0.540931224822998,1.4366375207901,True
DenseNet-121,85,Corn_(maize)___healthy,1.0,1.0,1.0,1.0,1.0,True
DenseNet-121,86,Tomato___Target_Spot,0.41790771484375,0.5292252898216248,1.2663687467575073,0.5087720155715942,1.2174266576766968,True
DenseNet-121,87,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.30810546875,0.5020647048950195,1.6295222043991089,0.48002612590789795,1.557992935180664,True
DenseNet-121,88,"Pepper,_bell___Bacterial_spot",0.51263427734375,0.5902600884437561,1.1514253616333008,0.5794111490249634,1.1302622556686401,True
DenseNet-121,89,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.41510009765625,0.2589491903781891,0.6238234639167786,0.3248101770877838,0.7824863791465759,True
DenseNet-121,90,Soybean___healthy,0.66534423828125,0.5747197270393372,0.8637930750846863,0.572908341884613,0.8610705733299255,True
DenseNet-121,91,Tomato___Early_blight,0.37054443359375,0.5265887379646301,1.4211217164993286,0.49204084277153015,1.3278862237930298,True
DenseNet-121,92,Grape___Esca_(Black_Measles),0.5450439453125,0.6037725806236267,1.1077502965927124,0.5914417505264282,1.0851267576217651,True
DenseNet-121,93,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.513427734375,0.5666466355323792,1.103654146194458,0.5551378726959229,1.0812386274337769,True
DenseNet-121,94,Tomato___healthy,0.39300537109375,0.2275272160768509,0.5789417624473572,0.2767884433269501,0.7042866945266724,True
DenseNet-121,95,Peach___Bacterial_spot,0.3453369140625,0.48336556553840637,1.3996927738189697,0.47116073966026306,1.3643509149551392,True
DenseNet-121,96,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.817138671875,0.7440354824066162,0.910537600517273,0.724522054195404,0.8866574168205261,True
Scratch CNN,97,Corn_(maize)___Northern_Leaf_Blight,0.50286865234375,0.7931339740753174,1.577219009399414,0.6765882968902588,1.3454573154449463,True
Scratch CNN,98,Corn_(maize)___Northern_Leaf_Blight,0.272216796875,0.5067241787910461,1.8614728450775146,0.46284860372543335,1.700294017791748,False
Scratch CNN,99,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.58642578125,0.849435031414032,1.4484953880310059,0.7502390146255493,1.2793418169021606,True
